,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount
2023-07-07,133.42,134.35,131.55,132.08,123.7618,10923840.0,0.0
2023-06-30,129.39,135.03,129.31,133.81,125.3828,18695850.0,0.0
2023-06-23,136.36,137.23,129.18,129.43,121.2786,27111509.0,0.0
2023-06-16,136.0,139.469,135.8216,137.48,128.8217,24228597.0,0.0
2023-06-09,133.12,136.1,131.88,135.3,126.779,21174178.0,0.0
2023-06-02,129.56,133.12,127.46,132.42,124.0803,24339245.0,0.0
2023-05-26,127.5,129.66,125.01,128.89,120.7727,21029979.0,0.0
2023-05-19,123.0,128.29,122.34,127.26,119.2453,18284524.0,0.0
2023-05-12,123.76,123.92,120.55,122.84,115.1037,20404364.0,1.66
2023-05-05,126.35,126.75,121.7563,123.65,114.2968,21164660.0,0.0
2023-04-28,125.55,127.25,124.56,126.41,116.8481,20644224.0,0.0
2023-04-21,128.3,130.98,125.27,125.73,116.2195,30341128.0,0.0
2023-04-14,129.83,131.105,126.0,128.14,118.4472,19506500.0,0.0
2023-04-06,130.97,132.61,130.315,130.5,120.6287,13172262.0,0.0
2023-03-31,126.47,131.48,126.47,131.09,121.174,20779522.0,0.0
2023-03-24,124.31,127.215,122.6,125.29,115.8128,20458253.0,0.0
2023-03-17,125.15,128.19,121.71,123.69,114.3338,66132690.0,0.0
2023-03-10,129.64,130.86,125.13,125.45,115.9607,20761401.0,0.0
2023-03-03,131.42,131.87,127.71,129.64,119.8337,17865677.0,0.0
2023-02-24,134.0,134.385,128.86,130.57,120.6934,14198950.0,0.0
2023-02-17,136.0,137.39,133.89,135.02,124.8068,16543870.0,0.0
2023-02-10,135.83,136.74,133.34,135.6,125.3429,22140989.0,1.65
2023-02-03,134.32,136.95,132.8,136.94,125.039,27874571.0,0.0
2023-01-27,141.4,142.985,132.98,134.39,122.7106,43345140.0,0.0
2023-01-20,146.42,147.18,139.75,141.2,128.9288,21419368.0,0.0
2023-01-13,144.08,146.66,142.9,145.89,133.2112,14580596.0,0.0
2023-01-06,141.1,144.25,140.01,143.7,131.2115,13648755.0,0.0
2022-12-30,141.73,142.81,139.45,140.89,128.6457,10477419.0,0.0
2022-12-23,140.16,143.09,137.195,141.65,129.3397,19663576.0,0.0
2022-12-16,147.82,153.21,138.97,140.16,127.9792,33572382.0,0.0
2022-12-09,147.94,149.153,146.29,147.05,134.2704,15316930.0,0.0
2022-12-02,147.98,150.01,145.67,148.67,135.7496,20066941.0,0.0
2022-11-25,147.55,150.46,146.45,148.37,135.4757,16271883.0,0.0
2022-11-18,142.63,148.31,142.0,147.64,134.8091,22034930.0,0.0
2022-11-11,136.64,144.13,136.51,143.17,130.7276,25066114.0,1.65
2022-11-04,138.06,140.17,133.97,136.96,123.5732,22491556.0,0.0
2022-10-28,130.9,138.8615,129.85,138.51,124.9717,26667185.0,0.0
2022-10-21,121.8,130.845,121.43,129.9,117.2033,37309868.0,0.0
2022-10-14,119.79,122.54,115.545,120.04,108.307,22973512.0,0.0
2022-10-07,120.16,126.46,118.07,118.82,107.2062,21614952.0,0.0
2022-09-30,122.3,124.26,118.61,118.81,107.1972,22265241.0,0.0
2022-09-23,126.49,128.06,121.74,122.71,110.716,19442664.0,0.0
2022-09-16,130.33,130.99,123.83,127.27,114.8303,27107187.0,0.0
2022-09-09,127.8,129.49,126.28,129.19,116.5627,12004834.0,0.0
2022-09-02,129.99,131.42,127.24,127.79,115.2995,15086608.0,0.0
2022-08-26,137.65,137.85,130.34,130.38,117.6363,16982107.0,0.0
2022-08-19,132.96,139.34,132.24,138.37,124.8454,17105977.0,0.0
2022-08-12,133.1,134.09,129.12,134.01,120.9115,17254110.0,1.65
2022-08-05,130.75,132.862,130.51,132.48,118.0269,17400572.0,0.0
2022-07-29,128.44,131.0,127.58,130.79,116.5213,22223785.0,0.0
2022-07-22,140.15,140.31,125.13,128.25,114.2584,66246811.0,0.0
2022-07-15,140.62,141.87,135.02,139.92,124.6552,21089228.0,0.0
2022-07-08,139.97,141.325,135.27,140.47,125.1452,16229131.0,0.0
2022-07-01,142.26,144.155,139.26,141.12,125.7243,21052787.0,0.0
2022-06-24,135.9,142.37,135.9,142.06,126.5618,23921844.0,0.0
2022-06-17,133.97,138.45,132.85,135.02,120.2898,34055621.0,0.0
2022-06-10,142.98,144.73,135.25,136.19,121.3322,18914084.0,0.0
2022-06-03,138.2,142.5794,136.81,141.18,125.7778,19861566.0,0.0
2022-05-27,129.5,139.7394,129.42,139.27,124.0762,19618090.0,0.0
2022-05-20,133.1,138.37,125.8,128.48,114.4633,27360441.0,0.0
2022-05-13,134.41,136.345,128.43,133.6,119.0247,31171489.0,1.65
2022-05-06,133.0,137.99,130.89,137.67,121.1636,27079586.0,0.0
2022-04-29,137.59,139.87,132.0,132.21,116.3583,24560464.0,0.0
2022-04-22,126.6,141.88,125.53,138.25,121.6741,47056765.0,0.0
2022-04-14,127.95,130.58,124.91,126.56,111.3857,15342641.0,0.0
2022-04-08,130.26,131.23,126.73,127.73,112.4154,16553021.0,0.0
2022-04-01,130.82,133.08,128.06,130.15,114.5453,19183786.0,0.0
2022-03-25,129.0,131.4,127.4,131.35,115.6014,15440952.0,0.0
2022-03-18,124.45,128.93,122.685,128.76,113.3219,22675632.0,0.0
2022-03-11,126.47,128.345,123.125,123.96,109.0974,23784887.0,0.0
2022-03-04,122.21,127.35,120.7,126.62,111.4385,26131658.0,0.0
2022-02-25,124.2,125.0,118.81,124.18,109.2911,20417161.0,0.0
2022-02-18,132.59,132.65,123.61,124.35,109.4407,26022824.0,0.0
2022-02-11,137.45,138.35,132.38,132.69,116.7807,23489144.0,1.64
2022-02-04,134.09,138.82,132.3,137.15,119.2414,27665550.0,0.0
2022-01-28,127.99,137.3361,124.193,134.5,116.9374,52800401.0,0.0
2022-01-21,132.95,133.9,129.27,129.35,112.4599,20520487.0,0.0
2022-01-14,134.47,136.2,127.97,134.21,116.6853,32044685.0,0.0
2022-01-07,134.07,142.2,132.51,134.83,117.2243,36013766.0,0.0
2021-12-31,130.63,134.99,129.95,133.66,116.2071,18454937.0,0.0
2021-12-23,125.72,130.96,124.7,130.63,113.5727,17369625.0,0.0
2021-12-17,123.76,128.64,120.79,127.4,110.7645,35216850.0,0.0
2021-12-10,119.4,125.33,119.4,124.09,107.8867,25031512.0,0.0
2021-12-03,118.62,119.61,116.45,118.84,103.3222,36059651.0,0.0
2021-11-26,116.0,118.81,114.56,115.81,100.6879,17875027.0,0.0
2021-11-19,119.54,120.16,115.27,116.05,100.8965,24272797.0,0.0
2021-11-12,123.985,124.78,118.78,118.96,103.4266,29109912.0,1.64
2021-11-05,125.05,127.29,119.9,123.61,106.0305,29791780.0,0.0
2021-10-29,127.53,128.65,124.62,125.1,102.5895,34288134.0,0.0
2021-10-22,144.0,144.94,126.611,127.88,104.8692,59731582.0,0.0
2021-10-15,143.5,144.85,139.66,144.61,118.5888,16262687.0,0.0
2021-10-08,142.74,146.0,140.89,143.22,117.449,27211291.0,0.0
2021-10-01,137.96,143.97,136.44,143.32,117.531,23824191.0,0.0
2021-09-24,133.9,138.48,132.78,137.49,112.75,18425230.0,0.0
2021-09-17,138.4,138.99,135.05,135.23,110.8967,20130213.0,0.0
2021-09-10,139.65,139.79,137.0,137.02,112.3646,13754250.0,0.0
2021-09-03,139.5,140.94,138.815,139.58,114.4639,13345045.0,0.0
2021-08-27,139.62,140.8,138.4,139.41,114.3245,12376600.0,0.0
2021-08-20,143.23,143.74,137.21,139.11,114.0785,16189007.0,0.0
2021-08-13,142.2,143.58,140.34,143.18,117.4162,18462255.0,1.64
2021-08-06,141.45,144.7,141.03,144.09,116.8062,16428567.0,0.0
2021-07-30,141.39,143.64,140.79,140.96,114.2689,16120616.0,0.0
2021-07-23,136.45,144.92,136.2089,141.34,114.5769,34786264.0,0.0
2021-07-16,141.43,141.9599,138.59,138.9,112.599,18659679.0,0.0
2021-07-09,139.99,141.98,137.1,141.52,114.7229,21544898.0,0.0
2021-07-02,147.01,147.5,139.46,140.02,113.5069,29077036.0,0.0
2021-06-25,144.11,147.07,144.06,146.84,119.0355,17129373.0,0.0
2021-06-18,150.71,151.03,143.04,143.12,116.0199,23177438.0,0.0
2021-06-11,147.55,152.84,147.17,151.28,122.6348,22042806.0,0.0
2021-06-04,145.0,147.55,143.75,147.42,119.5057,12453017.0,0.0
2021-05-28,145.06,145.39,143.04,143.74,116.5225,18483838.0,0.0
2021-05-21,144.44,145.8,140.92,144.74,117.3331,20546126.0,0.0
2021-05-14,145.8,148.38,141.14,144.68,117.2845,27415665.0,0.0
2021-05-07,143.81,148.515,143.55,145.46,117.9168,31590796.0,1.64
2021-04-30,142.42,148.74,140.55,141.88,113.7324,25588990.0,0.0
2021-04-23,133.6,144.74,132.58,142.43,114.1733,47246234.0,0.0
2021-04-16,135.02,135.37,130.38,133.59,107.0871,26831249.0,0.0
2021-04-09,133.64,136.69,133.4,135.73,108.8025,19179860.0,0.0
2021-04-01,135.98,137.07,132.27,133.23,106.7985,18432506.0,0.0
2021-03-26,128.5,136.48,127.89,136.38,109.3235,23647858.0,0.0
2021-03-19,127.77,130.995,127.34,128.9,103.3275,28046462.0,0.0
2021-03-12,122.99,128.64,122.88,127.61,102.2934,29253064.0,0.0
2021-03-05,120.35,123.75,118.755,122.83,98.4617,32662092.0,0.0
2021-02-26,118.5,124.35,118.44,118.93,95.3355,30731807.0,0.0
2021-02-19,120.15,120.94,118.38,118.99,95.3836,22567552.0,0.0
2021-02-12,122.62,123.9767,120.09,120.8,96.8345,24634263.0,1.63
2021-02-05,119.9,121.81,118.12,121.79,96.3419,28405606.0,0.0
2021-01-29,118.7624,124.79,117.45,119.11,94.2219,56437187.0,0.0
2021-01-22,129.28,132.24,117.36,118.61,93.8264,61879427.0,0.0
2021-01-15,127.95,130.16,126.455,128.39,101.5629,29417959.0,0.0
2021-01-08,125.85,131.88,123.04,128.53,101.6736,28434389.0,0.0
2020-12-31,125.1,126.6,123.24,125.88,99.5773,14025419.0,0.0
2020-12-24,123.97,125.21,121.72,124.69,98.636,14908439.0,0.0
2020-12-18,125.32,126.5728,123.44,125.85,99.5536,25280527.0,0.0
2020-12-11,126.49,127.69,123.61,124.27,98.3037,29511629.0,0.0
2020-12-04,124.1,127.38,122.41,127.2,100.6215,24848983.0,0.0
2020-11-27,117.43,125.313,117.27,124.35,98.367,19418148.0,0.0
2020-11-20,118.3,118.88,115.89,116.94,92.5053,22498909.0,0.0
2020-11-13,117.88,119.74,113.48,116.85,92.4341,30088820.0,1.63
2020-11-06,112.65,115.65,111.16,114.04,88.9562,25467232.0,0.0
2020-10-30,114.45,114.9,105.92,111.66,87.0997,37250916.0,0.0
2020-10-23,126.8,127.35,112.98,116.0,90.4851,50486636.0,0.0
2020-10-16,128.07,128.25,123.85,125.93,98.2309,21874963.0,0.0
2020-10-09,121.84,135.5,121.05,127.79,99.6818,43381507.0,0.0
2020-10-02,120.57,123.3,118.82,120.57,94.0499,15038264.0,0.0
2020-09-25,120.48,121.59,116.48,118.95,92.7862,18708494.0,0.0
2020-09-18,122.36,125.82,121.76,122.76,95.7582,18909398.0,0.0
2020-09-11,122.16,123.7,120.24,121.46,94.7441,16507866.0,0.0
2020-09-04,125.25,129.95,121.24,122.3,95.3994,26310920.0,0.0
2020-08-28,123.79,126.82,123.36,125.07,97.5601,16959794.0,0.0
2020-08-21,125.25,125.59,122.31,123.16,96.0702,15908978.0,0.0
2020-08-14,125.42,130.47,123.91,125.27,97.7161,18634659.0,0.0
2020-08-07,123.5,126.75,122.15,124.96,97.4743,17701697.0,1.63
2020-07-31,124.86,126.34,121.09,122.94,94.6638,20010578.0,0.0
2020-07-24,126.07,132.17,125.14,125.79,96.8583,41040414.0,0.0
2020-07-17,119.78,125.63,117.92,125.11,96.3347,21958911.0,0.0
2020-07-10,121.25,121.85,115.2,118.35,91.1295,22560031.0,0.0
2020-07-02,117.98,121.42,117.37,119.7,92.169,16478700.0,0.0
2020-06-26,122.12,122.9,115.88,117.19,90.2363,35016186.0,0.0
2020-06-19,119.19,127.5,118.29,122.47,94.3019,24867689.0,0.0
2020-06-12,132.27,135.88,117.84,121.91,93.8707,33456639.0,0.0
2020-06-05,124.64,134.23,124.03,132.06,101.6862,19514867.0,0.0
2020-05-29,121.3,126.97,121.01,124.9,96.173,23037728.0,0.0
2020-05-22,119.88,122.47,117.59,118.39,91.1603,19484187.0,0.0
2020-05-15,121.81,124.32,111.81,116.98,90.0746,24229073.0,0.0
2020-05-08,120.82,124.32,119.39,122.99,94.7023,21189890.0,1.63
2020-05-01,125.56,129.31,121.39,121.87,92.5949,26502989.0,0.0
2020-04-24,119.15,125.0,112.06,124.72,94.7603,41252209.0,0.0
2020-04-17,121.63,125.18,114.42,120.12,91.2653,27240371.0,0.0
2020-04-09,110.35,122.92,110.13,121.5,92.3138,23351117.0,0.0
2020-04-03,108.09,113.81,104.52,106.34,80.7955,28882211.0,0.0
2020-03-27,94.6,113.15,90.56,108.03,82.0795,39907532.0,0.0
2020-03-20,98.0,107.41,94.71,95.39,72.4758,47138046.0,0.0
2020-03-13,120.16,124.88,100.81,107.95,82.0187,55580046.0,0.0
2020-03-06,130.75,136.1,124.52,127.73,97.0472,35054761.0,0.0
2020-02-28,145.51,148.05,126.36,130.15,98.8859,38480655.0,0.0
2020-02-21,149.79,151.89,148.84,149.84,113.8461,12493166.0,0.0
2020-02-14,152.97,155.6,149.77,150.7,114.4995,23423757.0,0.0
2020-02-07,144.25,158.75,143.9,153.41,116.5585,43694755.0,1.62
2020-01-31,138.5,144.05,134.97,143.73,108.0627,34661511.0,0.0
2020-01-24,137.81,145.79,137.6,140.56,105.6793,34829367.0,0.0
2020-01-17,135.48,138.33,135.07,138.31,103.9877,20831539.0,0.0
2020-01-10,133.42,137.87,133.2,136.69,102.7697,17020619.0,0.0
2020-01-03,135.2,135.92,132.4,134.34,101.0028,13418364.0,0.0
2019-12-27,135.78,136.15,134.61,135.27,101.7021,8887084.0,0.0
2019-12-20,134.94,136.42,133.46,135.59,101.9426,20036502.0,0.0
2019-12-13,133.35,135.66,133.26,134.21,100.9051,17504239.0,0.0
2019-12-06,134.45,134.5,130.69,133.22,100.1608,17337693.0,0.0
2019-11-29,134.47,136.15,133.03,134.45,101.0855,11502959.0,0.0
2019-11-22,134.3,135.38,132.75,134.34,101.0028,16963107.0,0.0
2019-11-15,137.2,137.2,133.33,134.4,101.0479,16169172.0,0.0
2019-11-08,136.24,139.14,136.16,137.61,103.4614,17174941.0,1.62
2019-11-01,136.0,136.63,133.2,135.53,100.7126,16136475.0,0.0
2019-10-25,132.61,135.93,130.9,135.44,100.6457,19388201.0,0.0
2019-10-18,142.31,143.72,132.25,134.09,99.6425,34208011.0,0.0
2019-10-11,142.26,144.5,138.25,142.76,106.0852,14096608.0,0.0
2019-10-04,143.73,147.35,139.18,142.99,106.2561,15911420.0,0.0
2019-09-27,141.19,145.09,140.56,143.24,106.4419,12376163.0,0.0
2019-09-20,142.56,145.03,140.51,141.88,105.4313,15262993.0,0.0
2019-09-13,140.59,145.46,140.46,143.67,106.7614,17776693.0,0.0
2019-09-06,134.85,141.7,133.33,140.57,104.4578,12663912.0,0.0
2019-08-30,131.05,136.07,129.16,135.53,100.7126,16211916.0,0.0
2019-08-23,134.88,136.33,128.83,129.57,96.2837,16504912.0,0.0
2019-08-16,135.66,136.57,130.25,133.76,99.3973,20933133.0,0.0
2019-08-09,144.98,145.1,135.35,136.13,101.1585,28623442.0,1.62
2019-08-02,151.11,152.95,145.59,147.25,108.1709,22876887.0,0.0
2019-07-26,150.16,151.94,148.38,151.36,111.1902,16794485.0,0.0
2019-07-19,142.89,151.58,141.95,149.68,109.956,31893327.0,0.0
2019-07-12,141.05,142.92,139.13,142.74,104.8579,13194248.0,0.0
2019-07-05,139.6,141.82,139.28,141.38,103.8588,9862722.0,0.0
2019-06-28,139.2,140.15,137.84,137.9,101.3024,15575818.0,0.0
2019-06-21,135.39,139.54,134.7,139.2,102.2574,15851123.0,0.0
2019-06-14,134.38,136.46,133.91,135.15,99.2822,13722199.0,0.0
2019-06-07,127.1,134.72,127.06,133.31,97.9305,16193845.0,0.0
2019-05-31,132.13,132.64,126.85,126.99,93.2878,14869322.0,0.0
2019-05-24,133.53,137.06,130.44,132.28,97.1739,15557532.0,0.0
2019-05-17,133.28,136.11,130.96,134.32,98.6725,16426011.0,0.0
2019-05-10,138.3,140.69,132.42,135.32,99.4071,19509963.0,1.62
2019-05-03,139.15,141.81,138.68,140.25,101.81,16772230.0,0.0
2019-04-26,139.42,141.31,137.71,139.44,101.222,16961387.0,0.0
2019-04-18,144.4,145.39,136.26,140.33,101.8681,27390537.0,0.0
2019-04-12,143.02,144.44,141.84,144.35,104.7863,13675882.0,0.0
2019-04-05,141.51,144.22,141.51,143.28,104.0096,14574262.0,0.0
2019-03-29,139.06,141.22,138.35,141.1,102.4271,14257045.0,0.0
2019-03-22,139.83,142.12,138.72,139.45,101.2293,17883337.0,0.0
2019-03-15,136.03,140.33,135.84,139.43,101.2148,20959826.0,0.0
2019-03-08,139.99,140.08,133.58,135.09,98.0643,18558647.0,0.0
2019-03-01,140.0,140.49,137.72,139.2,101.0478,15273342.0,0.0
2019-02-22,137.81,139.38,137.22,139.25,101.0841,13238819.0,0.0
2019-02-15,134.29,138.19,133.91,138.03,100.1985,17299173.0,0.0
2019-02-08,134.02,136.65,132.12,133.71,97.0625,21874687.0,1.57
2019-02-01,133.1,135.41,132.58,134.1,96.2115,23585862.0,0.0
2019-01-25,123.3,135.0,121.54,133.97,96.1183,44147478.0,0.0
2019-01-18,120.51,124.72,119.76,123.82,88.836,23616108.0,0.0
2019-01-11,117.5,121.86,116.67,121.46,87.1428,19780844.0,0.0
2019-01-04,113.33,117.49,111.69,117.32,84.1725,18047093.0,0.0
2018-12-28,109.9,114.8,105.94,113.03,81.0946,21630293.0,0.0
2018-12-21,119.07,120.27,110.44,110.94,79.5951,39485288.0,0.0
2018-12-14,119.74,123.81,118.52,119.9,86.0236,23701178.0,0.0
2018-12-07,125.67,126.59,118.87,119.34,85.6218,25801474.0,0.0
2018-11-30,118.37,124.69,118.06,124.27,89.1589,27471124.0,0.0
2018-11-23,121.63,122.18,116.7,117.19,84.0793,18035587.0,0.0
2018-11-16,123.5,123.57,119.51,121.57,87.2217,23510061.0,0.0
2018-11-09,116.1,125.06,116.0,123.54,88.6351,48482997.0,1.57
2018-11-02,119.34,123.95,114.09,115.67,81.946,87773431.0,0.0
2018-10-26,129.58,131.9,123.71,124.79,88.407,36964774.0,0.0
2018-10-19,140.38,145.45,127.96,129.1,91.4604,50928336.0,0.0
2018-10-12,148.5,149.07,138.78,140.85,99.7846,27703434.0,0.0
2018-10-05,151.71,154.36,147.87,149.03,105.5797,18943237.0,0.0
2018-09-28,151.1,153.35,148.36,151.21,107.1241,22847744.0,0.0
2018-09-21,148.44,152.6,147.47,151.35,107.2233,37327961.0,0.0
2018-09-14,146.6,149.3,145.25,148.33,105.0838,20298346.0,0.0
